,keyword,volume,year,month,engine,total_volume_for_last_12_months,avg_volume_for_last_12_months,total_months_seen
0,core,0,2018,06,google,6899,575,12
1,core,31,2018,07,google,6899,575,12
2,core,64,2018,08,google,6899,575,12
3,core,115,2018,09,google,6899,575,12
4,core,136,2018,10,google,6899,575,12
5,core,181,2018,11,google,6899,575,12
6,core,952,2018,12,google,6899,575,12
7,core,1123,2019,01,google,6899,575,12
8,core,1206,2019,02,google,6899,575,12
9,core,1179,2019,03,google,6899,575,12
10,core,841,2019,04,google,6899,575,12
11,core,855,2019,05,google,6899,575,12
12,blend,0,2018,06,google,849,71,12
13,blend,56,2018,07,google,849,71,12
14,blend,70,2018,08,google,849,71,12
15,blend,94,2018,09,google,849,71,12
16,blend,79,2018,10,google,849,71,12
17,blend,66,2018,11,google,849,71,12
18,blend,57,2018,12,google,849,71,12
19,blend,93,2019,01,google,849,71,12
20,blend,120,2019,02,google,849,71,12
21,blend,58,2019,03,google,849,71,12
22,blend,61,2019,04,google,849,71,12
23,blend,51,2019,05,google,849,71,12
24,cotton,0,2018,06,google,3552,296,12
25,cotton,25,2018,07,google,3552,296,12
26,cotton,58,2018,08,google,3552,296,12
27,cotton,106,2018,09,google,3552,296,12
28,cotton,165,2018,10,google,3552,296,12
29,cotton,138,2018,11,google,3552,296,12
30,cotton,294,2018,12,google,3552,296,12
31,cotton,515,2019,01,google,3552,296,12
32,cotton,671,2019,02,google,3552,296,12
33,cotton,593,2019,03,google,3552,296,12
34,cotton,601,2019,04,google,3552,296,12
35,cotton,305,2019,05,google,3552,296,12
36,core,0,2018,06,youtube,10608,884,12
37,core,3107,2018,07,youtube,10608,884,12
38,core,597,2018,08,youtube,10608,884,12
39,core,396,2018,09,youtube,10608,884,12
40,core,109,2018,10,youtube,10608,884,12
41,core,1468,2018,11,youtube,10608,884,12
42,core,315,2018,12,youtube,10608,884,12
43,core,2185,2019,01,youtube,10608,884,12
44,core,247,2019,02,youtube,10608,884,12
45,core,847,2019,03,youtube,10608,884,12
46,core,847,2019,04,youtube,10608,884,12
47,core,490,2019,05,youtube,10608,884,12
48,blend,0,2018,06,youtube,27359,2280,12
49,blend,8533,2018,07,youtube,27359,2280,12
50,blend,7395,2018,08,youtube,27359,2280,12
51,blend,2555,2018,09,youtube,27359,2280,12
52,blend,2370,2018,10,youtube,27359,2280,12
53,blend,490,2018,11,youtube,27359,2280,12
54,blend,716,2018,12,youtube,27359,2280,12
55,blend,989,2019,01,youtube,27359,2280,12
56,blend,847,2019,02,youtube,27359,2280,12
57,blend,247,2019,03,youtube,27359,2280,12
58,blend,847,2019,04,youtube,27359,2280,12
59,blend,2370,2019,05,youtube,27359,2280,12
60,cotton,0,2018,06,youtube,204018,17002,12
61,cotton,13287,2018,07,youtube,204018,17002,12
62,cotton,9055,2018,08,youtube,204018,17002,12
63,cotton,13287,2018,09,youtube,204018,17002,12
64,cotton,15711,2018,10,youtube,204018,17002,12
65,cotton,14320,2018,11,youtube,204018,17002,12
66,cotton,16600,2018,12,youtube,204018,17002,12
67,cotton,20225,2019,01,youtube,204018,17002,12
68,cotton,25691,2019,02,youtube,204018,17002,12
69,cotton,34632,2019,03,youtube,204018,17002,12
70,cotton,19522,2019,04,youtube,204018,17002,12
71,cotton,21688,2019,05,youtube,204018,17002,12
72,core,0,2018,06,amazon,26586,2216,12
73,core,2235,2018,07,amazon,26586,2216,12
74,core,1061,2018,08,amazon,26586,2216,12
75,core,1834,2018,09,amazon,26586,2216,12
76,core,3765,2018,10,amazon,26586,2216,12
77,core,7692,2018,11,amazon,26586,2216,12
78,core,2651,2018,12,amazon,26586,2216,12
79,core,2651,2019,01,amazon,26586,2216,12
80,core,2235,2019,02,amazon,26586,2216,12
81,core,1252,2019,03,amazon,26586,2216,12
82,core,337,2019,04,amazon,26586,2216,12
83,core,873,2019,05,amazon,26586,2216,12
84,blend,0,2018,06,amazon,4632,386,10
85,blend,507,2018,07,amazon,4632,386,10
86,blend,688,2018,08,amazon,4632,386,10
87,blend,1444,2018,09,amazon,4632,386,10
88,blend,16,2018,10,amazon,4632,386,10
89,blend,0,2018,11,amazon,4632,386,10
90,blend,337,2018,12,amazon,4632,386,10
91,blend,73,2019,01,amazon,4632,386,10
92,blend,873,2019,02,amazon,4632,386,10
93,blend,187,2019,03,amazon,4632,386,10
94,blend,507,2019,04,amazon,4632,386,10
95,blend,0,2019,05,amazon,4632,386,10
96,cotton,0,2018,06,amazon,88204,7351,12
97,cotton,8265,2018,07,amazon,88204,7351,12
98,cotton,7128,2018,08,amazon,88204,7351,12
99,cotton,9435,2018,09,amazon,88204,7351,12
100,cotton,12455,2018,10,amazon,88204,7351,12
101,cotton,6574,2018,11,amazon,88204,7351,12
102,cotton,2865,2018,12,amazon,88204,7351,12
103,cotton,11842,2019,01,amazon,88204,7351,12
104,cotton,7692,2019,02,amazon,88204,7351,12
105,cotton,7128,2019,03,amazon,88204,7351,12
106,cotton,7128,2019,04,amazon,88204,7351,12
107,cotton,7692,2019,05,amazon,88204,7351,12
