,keyword,volume,year,month,engine,total_volume_for_last_12_months,avg_volume_for_last_12_months,total_months_seen
0,squat,0,2018,06,google,606,50,12
1,squat,62,2018,07,google,606,50,12
2,squat,68,2018,08,google,606,50,12
3,squat,54,2018,09,google,606,50,12
4,squat,79,2018,10,google,606,50,12
5,squat,48,2018,11,google,606,50,12
6,squat,43,2018,12,google,606,50,12
7,squat,54,2019,01,google,606,50,12
8,squat,50,2019,02,google,606,50,12
9,squat,47,2019,03,google,606,50,12
10,squat,33,2019,04,google,606,50,12
11,squat,30,2019,05,google,606,50,12
12,tummy,0,2018,06,google,249,21,12
13,tummy,25,2018,07,google,249,21,12
14,tummy,37,2018,08,google,249,21,12
15,tummy,49,2018,09,google,249,21,12
16,tummy,9,2018,10,google,249,21,12
17,tummy,22,2018,11,google,249,21,12
18,tummy,13,2018,12,google,249,21,12
19,tummy,13,2019,01,google,249,21,12
20,tummy,13,2019,02,google,249,21,12
21,tummy,15,2019,03,google,249,21,12
22,tummy,10,2019,04,google,249,21,12
23,tummy,22,2019,05,google,249,21,12
24,movement,0,2018,06,google,6706,559,11
25,movement,2,2018,07,google,6706,559,11
26,movement,10,2018,08,google,6706,559,11
27,movement,9,2018,09,google,6706,559,11
28,movement,2,2018,10,google,6706,559,11
29,movement,0,2018,11,google,6706,559,11
30,movement,3,2018,12,google,6706,559,11
31,movement,6,2019,01,google,6706,559,11
32,movement,3,2019,02,google,6706,559,11
33,movement,4,2019,03,google,6706,559,11
34,movement,6617,2019,04,google,6706,559,11
35,movement,37,2019,05,google,6706,559,11
36,squat,0,2018,06,youtube,6744,562,12
37,squat,1819,2018,07,youtube,6744,562,12
38,squat,1468,2018,08,youtube,6744,562,12
39,squat,597,2018,09,youtube,6744,562,12
40,squat,109,2018,10,youtube,6744,562,12
41,squat,490,2018,11,youtube,6744,562,12
42,squat,315,2018,12,youtube,6744,562,12
43,squat,597,2019,01,youtube,6744,562,12
44,squat,597,2019,02,youtube,6744,562,12
45,squat,247,2019,03,youtube,6744,562,12
46,squat,109,2019,04,youtube,6744,562,12
47,squat,396,2019,05,youtube,6744,562,12
48,tummy,0,2018,06,youtube,4177,349,7
49,tummy,1819,2018,07,youtube,4177,349,7
50,tummy,1641,2018,08,youtube,4177,349,7
51,tummy,716,2018,09,youtube,4177,349,7
52,tummy,0,2018,10,youtube,4177,349,7
53,tummy,0,2018,11,youtube,4177,349,7
54,tummy,0,2018,12,youtube,4177,349,7
55,tummy,0,2019,01,youtube,4177,349,7
56,tummy,0,2019,02,youtube,4177,349,7
57,tummy,0,2019,03,youtube,4177,349,7
58,tummy,0,2019,04,youtube,4177,349,7
59,tummy,1,2019,05,youtube,4177,349,7
60,movement,0,2018,06,youtube,55514,4627,12
61,movement,3643,2018,07,youtube,55514,4627,12
62,movement,6933,2018,08,youtube,55514,4627,12
63,movement,3643,2018,09,youtube,55514,4627,12
64,movement,6480,2018,10,youtube,55514,4627,12
65,movement,5880,2018,11,youtube,55514,4627,12
66,movement,4807,2018,12,youtube,55514,4627,12
67,movement,6030,2019,01,youtube,55514,4627,12
68,movement,4486,2019,02,youtube,55514,4627,12
69,movement,4807,2019,03,youtube,55514,4627,12
70,movement,4648,2019,04,youtube,55514,4627,12
71,movement,4157,2019,05,youtube,55514,4627,12
72,squat,0,2018,06,amazon,65857,5489,12
73,squat,10930,2018,07,amazon,65857,5489,12
74,squat,7978,2018,08,amazon,65857,5489,12
75,squat,4986,2018,09,amazon,65857,5489,12
76,squat,2441,2018,10,amazon,65857,5489,12
77,squat,11842,2018,11,amazon,65857,5489,12
78,squat,3533,2018,12,amazon,65857,5489,12
79,squat,7409,2019,01,amazon,65857,5489,12
80,squat,6850,2019,02,amazon,65857,5489,12
81,squat,4485,2019,03,amazon,65857,5489,12
82,squat,3765,2019,04,amazon,65857,5489,12
83,squat,1638,2019,05,amazon,65857,5489,12
84,tummy,0,2018,06,amazon,3004,251,10
85,tummy,73,2018,07,amazon,3004,251,10
86,tummy,0,2018,08,amazon,3004,251,10
87,tummy,187,2018,09,amazon,3004,251,10
88,tummy,337,2018,10,amazon,3004,251,10
89,tummy,337,2018,11,amazon,3004,251,10
90,tummy,873,2018,12,amazon,3004,251,10
91,tummy,337,2019,01,amazon,3004,251,10
92,tummy,16,2019,02,amazon,3004,251,10
93,tummy,0,2019,03,amazon,3004,251,10
94,tummy,507,2019,04,amazon,3004,251,10
95,tummy,337,2019,05,amazon,3004,251,10
96,movement,0,2018,06,amazon,2131,178,10
97,movement,507,2018,07,amazon,2131,178,10
98,movement,0,2018,08,amazon,2131,178,10
99,movement,187,2018,09,amazon,2131,178,10
100,movement,187,2018,10,amazon,2131,178,10
101,movement,507,2018,11,amazon,2131,178,10
102,movement,187,2018,12,amazon,2131,178,10
103,movement,16,2019,01,amazon,2131,178,10
104,movement,337,2019,02,amazon,2131,178,10
105,movement,0,2019,03,amazon,2131,178,10
106,movement,16,2019,04,amazon,2131,178,10
107,movement,187,2019,05,amazon,2131,178,10
