,keyword,volume,year,month,engine,total_volume_for_last_12_months,avg_volume_for_last_12_months,total_months_seen,month_abbr
1520,relaxed,13,2019,2,google,211,18,12,Feb
1521,relaxed,20,2019,3,google,211,18,12,Mar
1522,relaxed,30,2019,4,google,211,18,12,Apr
1523,relaxed,23,2019,5,google,211,18,12,May
1524,active,3330,2018,6,youtube,39962,3330,12,Jun
1525,active,6180,2018,7,youtube,39962,3330,12,Jul
1526,active,6180,2018,8,youtube,39962,3330,12,Aug
1527,active,3643,2018,9,youtube,39962,3330,12,Sep
1528,active,9417,2018,10,youtube,39962,3330,12,Oct
1529,active,3288,2018,11,youtube,39962,3330,12,Nov
1530,active,989,2018,12,youtube,39962,3330,12,Dec
1531,active,1468,2019,1,youtube,39962,3330,12,Jan
1532,active,315,2019,2,youtube,39962,3330,12,Feb
1533,active,2370,2019,3,youtube,39962,3330,12,Mar
1534,active,2185,2019,4,youtube,39962,3330,12,Apr
1535,active,597,2019,5,youtube,39962,3330,12,May
1536,athletic,343,2018,6,youtube,4120,343,12,Jun
1537,athletic,716,2018,7,youtube,4120,343,12,Jul
1538,athletic,2,2018,8,youtube,4120,343,12,Aug
1539,athletic,1,2018,9,youtube,4120,343,12,Sep
1540,athletic,716,2018,10,youtube,4120,343,12,Oct
1541,athletic,490,2018,11,youtube,4120,343,12,Nov
1542,athletic,4,2018,12,youtube,4120,343,12,Dec
1543,athletic,4,2019,1,youtube,4120,343,12,Jan
1544,athletic,2,2019,2,youtube,4120,343,12,Feb
1545,athletic,6,2019,3,youtube,4120,343,12,Mar
1546,athletic,847,2019,4,youtube,4120,343,12,Apr
1547,athletic,989,2019,5,youtube,4120,343,12,May
1548,relaxed,0,2018,6,youtube,1,1,7,Jun
1549,relaxed,0,2018,7,youtube,1,1,7,Jul
1550,relaxed,0,2018,8,youtube,1,1,7,Aug
1551,relaxed,0,2018,9,youtube,1,1,7,Sep
1552,relaxed,1,2018,10,youtube,1,1,7,Oct
1553,relaxed,0,2018,11,youtube,1,1,7,Nov
1554,relaxed,0,2018,12,youtube,1,1,7,Dec
1555,relaxed,0,2019,1,youtube,1,1,7,Jan
1556,relaxed,0,2019,2,youtube,1,1,7,Feb
1557,relaxed,0,2019,3,youtube,1,1,7,Mar
1558,relaxed,0,2019,4,youtube,1,1,7,Apr
1559,relaxed,0,2019,5,youtube,1,1,7,May
1560,active,7178,2018,6,amazon,86145,7178,12,Jun
1561,active,4485,2018,7,amazon,86145,7178,12,Jul
1562,active,3306,2018,8,amazon,86145,7178,12,Aug
1563,active,2441,2018,9,amazon,86145,7178,12,Sep
1564,active,4241,2018,10,amazon,86145,7178,12,Oct
1565,active,14936,2018,11,amazon,86145,7178,12,Nov
1566,active,7692,2018,12,amazon,86145,7178,12,Dec
1567,active,4734,2019,1,amazon,86145,7178,12,Jan
1568,active,7692,2019,2,amazon,86145,7178,12,Feb
1569,active,5242,2019,3,amazon,86145,7178,12,Mar
1570,active,7692,2019,4,amazon,86145,7178,12,Apr
1571,active,16506,2019,5,amazon,86145,7178,12,May
1572,athletic,3496,2018,6,amazon,41957,3496,12,Jun
1573,athletic,4986,2018,7,amazon,41957,3496,12,Jul
1574,athletic,3306,2018,8,amazon,41957,3496,12,Aug
1575,athletic,3084,2018,9,amazon,41957,3496,12,Sep
1576,athletic,4485,2018,10,amazon,41957,3496,12,Oct
1577,athletic,2441,2018,11,amazon,41957,3496,12,Nov
1578,athletic,1252,2018,12,amazon,41957,3496,12,Dec
1579,athletic,2651,2019,1,amazon,41957,3496,12,Jan
1580,athletic,4241,2019,2,amazon,41957,3496,12,Feb
1581,athletic,4485,2019,3,amazon,41957,3496,12,Mar
1582,athletic,3765,2019,4,amazon,41957,3496,12,Apr
1583,athletic,3765,2019,5,amazon,41957,3496,12,May
1584,relaxed,868,2018,6,amazon,10420,868,12,Jun
1585,relaxed,1061,2018,7,amazon,10420,868,12,Jul
1586,relaxed,873,2018,8,amazon,10420,868,12,Aug
1587,relaxed,873,2018,9,amazon,10420,868,12,Sep
1588,relaxed,1252,2018,10,amazon,10420,868,12,Oct
1589,relaxed,337,2018,11,amazon,10420,868,12,Nov
1590,relaxed,187,2018,12,amazon,10420,868,12,Dec
1591,relaxed,507,2019,1,amazon,10420,868,12,Jan
1592,relaxed,507,2019,2,amazon,10420,868,12,Feb
1593,relaxed,873,2019,3,amazon,10420,868,12,Mar
1594,relaxed,1638,2019,4,amazon,10420,868,12,Apr
1595,relaxed,1444,2019,5,amazon,10420,868,12,May
1596,performance,156,2018,6,google,1656,138,12,Jun
1597,performance,139,2018,7,google,1656,138,12,Jul
1598,performance,124,2018,8,google,1656,138,12,Aug
1599,performance,126,2018,9,google,1656,138,12,Sep
1600,performance,147,2018,10,google,1656,138,12,Oct
1601,performance,99,2018,11,google,1656,138,12,Nov
1602,performance,100,2018,12,google,1656,138,12,Dec
1603,performance,185,2019,1,google,1656,138,12,Jan
1604,performance,124,2019,2,google,1656,138,12,Feb
1605,performance,160,2019,3,google,1656,138,12,Mar
1606,performance,138,2019,4,google,1656,138,12,Apr
1607,performance,158,2019,5,google,1656,138,12,May
1608,pockets,115,2018,6,google,826,69,12,Jun
1609,pockets,70,2018,7,google,826,69,12,Jul
1610,pockets,78,2018,8,google,826,69,12,Aug
1611,pockets,56,2018,9,google,826,69,12,Sep
1612,pockets,86,2018,10,google,826,69,12,Oct
1613,pockets,60,2018,11,google,826,69,12,Nov
1614,pockets,34,2018,12,google,826,69,12,Dec
1615,pockets,70,2019,1,google,826,69,12,Jan
1616,pockets,63,2019,2,google,826,69,12,Feb
1617,pockets,60,2019,3,google,826,69,12,Mar
1618,pockets,65,2019,4,google,826,69,12,Apr
1619,pockets,69,2019,5,google,826,69,12,May
1620,drawstring,23,2018,6,google,256,21,12,Jun
1621,drawstring,27,2018,7,google,256,21,12,Jul
1622,drawstring,25,2018,8,google,256,21,12,Aug
1623,drawstring,27,2018,9,google,256,21,12,Sep
1624,drawstring,23,2018,10,google,256,21,12,Oct
1625,drawstring,10,2018,11,google,256,21,12,Nov
1626,drawstring,16,2018,12,google,256,21,12,Dec
1627,drawstring,20,2019,1,google,256,21,12,Jan
1628,drawstring,24,2019,2,google,256,21,12,Feb
1629,drawstring,21,2019,3,google,256,21,12,Mar
1630,drawstring,24,2019,4,google,256,21,12,Apr
1631,drawstring,16,2019,5,google,256,21,12,May
1632,performance,11027,2018,6,youtube,132328,11027,5,Jun
1633,performance,0,2018,7,youtube,132328,11027,5,Jul
1634,performance,0,2018,8,youtube,132328,11027,5,Aug
1635,performance,0,2018,9,youtube,132328,11027,5,Sep
1636,performance,0,2018,10,youtube,132328,11027,5,Oct
1637,performance,0,2018,11,youtube,132328,11027,5,Nov
1638,performance,0,2018,12,youtube,132328,11027,5,Dec
1639,performance,0,2019,1,youtube,132328,11027,5,Jan
1640,performance,118692,2019,2,youtube,132328,11027,5,Feb
1641,performance,2185,2019,3,youtube,132328,11027,5,Mar
1642,performance,315,2019,4,youtube,132328,11027,5,Apr
1643,performance,109,2019,5,youtube,132328,11027,5,May
1644,pockets,1909,2018,6,youtube,22913,1909,12,Jun
1645,pockets,2925,2018,7,youtube,22913,1909,12,Jul
1646,pockets,1140,2018,8,youtube,22913,1909,12,Aug
1647,pockets,1468,2018,9,youtube,22913,1909,12,Sep
1648,pockets,3107,2018,10,youtube,22913,1909,12,Oct
1649,pockets,3817,2018,11,youtube,22913,1909,12,Nov
1650,pockets,1301,2018,12,youtube,22913,1909,12,Dec
1651,pockets,1468,2019,1,youtube,22913,1909,12,Jan
1652,pockets,1468,2019,2,youtube,22913,1909,12,Feb
1653,pockets,2925,2019,3,youtube,22913,1909,12,Mar
1654,pockets,989,2019,4,youtube,22913,1909,12,Apr
1655,pockets,396,2019,5,youtube,22913,1909,12,May
1656,drawstring,0,2018,6,youtube,3,1,4,Jun
1657,drawstring,0,2018,7,youtube,3,1,4,Jul
1658,drawstring,0,2018,8,youtube,3,1,4,Aug
1659,drawstring,0,2018,9,youtube,3,1,4,Sep
1660,drawstring,0,2018,10,youtube,3,1,4,Oct
1661,drawstring,0,2018,11,youtube,3,1,4,Nov
1662,drawstring,0,2018,12,youtube,3,1,4,Dec
1663,drawstring,0,2019,1,youtube,3,1,4,Jan
1664,drawstring,0,2019,2,youtube,3,1,4,Feb
1665,drawstring,2,2019,3,youtube,3,1,4,Mar
1666,drawstring,1,2019,4,youtube,3,1,4,Apr
1667,drawstring,0,2019,5,youtube,3,1,4,May
1668,performance,254,2018,6,amazon,3052,254,11,Jun
1669,performance,16,2018,7,amazon,3052,254,11,Jul
1670,performance,688,2018,8,amazon,3052,254,11,Aug
1671,performance,337,2018,9,amazon,3052,254,11,Sep
1672,performance,16,2018,10,amazon,3052,254,11,Oct
1673,performance,507,2018,11,amazon,3052,254,11,Nov
1674,performance,507,2018,12,amazon,3052,254,11,Dec
1675,performance,187,2019,1,amazon,3052,254,11,Jan
1676,performance,16,2019,2,amazon,3052,254,11,Feb
1677,performance,337,2019,3,amazon,3052,254,11,Mar
1678,performance,0,2019,4,amazon,3052,254,11,Apr
1679,performance,187,2019,5,amazon,3052,254,11,May
1680,pockets,2270,2018,6,amazon,27244,2270,12,Jun
1681,pockets,2235,2018,7,amazon,27244,2270,12,Jul
1682,pockets,11842,2018,8,amazon,27244,2270,12,Aug
1683,pockets,4485,2018,9,amazon,27244,2270,12,Sep
1684,pockets,873,2018,10,amazon,27244,2270,12,Oct
1685,pockets,507,2018,11,amazon,27244,2270,12,Nov
1686,pockets,16,2018,12,amazon,27244,2270,12,Dec
1687,pockets,1834,2019,1,amazon,27244,2270,12,Jan
1688,pockets,873,2019,2,amazon,27244,2270,12,Feb
1689,pockets,187,2019,3,amazon,27244,2270,12,Mar
1690,pockets,1061,2019,4,amazon,27244,2270,12,Apr
1691,pockets,1061,2019,5,amazon,27244,2270,12,May
1692,drawstring,4282,2018,6,amazon,51394,4282,12,Jun
1693,drawstring,7409,2018,7,amazon,51394,4282,12,Jul
1694,drawstring,5502,2018,8,amazon,51394,4282,12,Aug
1695,drawstring,7128,2018,9,amazon,51394,4282,12,Sep
1696,drawstring,2441,2018,10,amazon,51394,4282,12,Oct
1697,drawstring,2235,2018,11,amazon,51394,4282,12,Nov
1698,drawstring,2651,2018,12,amazon,51394,4282,12,Dec
1699,drawstring,4734,2019,1,amazon,51394,4282,12,Jan
1700,drawstring,2235,2019,2,amazon,51394,4282,12,Feb
1701,drawstring,4485,2019,3,amazon,51394,4282,12,Mar
1702,drawstring,3306,2019,4,amazon,51394,4282,12,Apr
1703,drawstring,4986,2019,5,amazon,51394,4282,12,May
1704,squat,38,2018,6,google,606,50,12,Jun
1705,squat,62,2018,7,google,606,50,12,Jul
1706,squat,68,2018,8,google,606,50,12,Aug
1707,squat,54,2018,9,google,606,50,12,Sep
1708,squat,79,2018,10,google,606,50,12,Oct
1709,squat,48,2018,11,google,606,50,12,Nov
1710,squat,43,2018,12,google,606,50,12,Dec
1711,squat,54,2019,1,google,606,50,12,Jan
1712,squat,50,2019,2,google,606,50,12,Feb
1713,squat,47,2019,3,google,606,50,12,Mar
1714,squat,33,2019,4,google,606,50,12,Apr
1715,squat,30,2019,5,google,606,50,12,May
1716,tummy,21,2018,6,google,249,21,12,Jun
1717,tummy,25,2018,7,google,249,21,12,Jul
1718,tummy,37,2018,8,google,249,21,12,Aug
1719,tummy,49,2018,9,google,249,21,12,Sep
1720,tummy,9,2018,10,google,249,21,12,Oct
1721,tummy,22,2018,11,google,249,21,12,Nov
1722,tummy,13,2018,12,google,249,21,12,Dec
1723,tummy,13,2019,1,google,249,21,12,Jan
1724,tummy,13,2019,2,google,249,21,12,Feb
1725,tummy,15,2019,3,google,249,21,12,Mar
1726,tummy,10,2019,4,google,249,21,12,Apr
1727,tummy,22,2019,5,google,249,21,12,May
1728,movement,13,2018,6,google,6706,559,11,Jun
1729,movement,2,2018,7,google,6706,559,11,Jul
1730,movement,10,2018,8,google,6706,559,11,Aug
1731,movement,9,2018,9,google,6706,559,11,Sep
1732,movement,2,2018,10,google,6706,559,11,Oct
1733,movement,0,2018,11,google,6706,559,11,Nov
1734,movement,3,2018,12,google,6706,559,11,Dec
1735,movement,6,2019,1,google,6706,559,11,Jan
1736,movement,3,2019,2,google,6706,559,11,Feb
1737,movement,4,2019,3,google,6706,559,11,Mar
1738,movement,6617,2019,4,google,6706,559,11,Apr
1739,movement,37,2019,5,google,6706,559,11,May
1740,squat,613,2018,6,youtube,7357,613,12,Jun
1741,squat,1819,2018,7,youtube,7357,613,12,Jul
1742,squat,1468,2018,8,youtube,7357,613,12,Aug
1743,squat,597,2018,9,youtube,7357,613,12,Sep
1744,squat,109,2018,10,youtube,7357,613,12,Oct
1745,squat,490,2018,11,youtube,7357,613,12,Nov
1746,squat,315,2018,12,youtube,7357,613,12,Dec
1747,squat,597,2019,1,youtube,7357,613,12,Jan
1748,squat,597,2019,2,youtube,7357,613,12,Feb
1749,squat,247,2019,3,youtube,7357,613,12,Mar
1750,squat,109,2019,4,youtube,7357,613,12,Apr
1751,squat,396,2019,5,youtube,7357,613,12,May
1752,tummy,0,2018,6,youtube,4177,349,7,Jun
1753,tummy,1819,2018,7,youtube,4177,349,7,Jul
1754,tummy,1641,2018,8,youtube,4177,349,7,Aug
1755,tummy,716,2018,9,youtube,4177,349,7,Sep
1756,tummy,0,2018,10,youtube,4177,349,7,Oct
1757,tummy,0,2018,11,youtube,4177,349,7,Nov
1758,tummy,0,2018,12,youtube,4177,349,7,Dec
1759,tummy,0,2019,1,youtube,4177,349,7,Jan
1760,tummy,0,2019,2,youtube,4177,349,7,Feb
1761,tummy,0,2019,3,youtube,4177,349,7,Mar
1762,tummy,0,2019,4,youtube,4177,349,7,Apr
1763,tummy,1,2019,5,youtube,4177,349,7,May
1764,movement,5046,2018,6,youtube,60560,5046,12,Jun
1765,movement,3643,2018,7,youtube,60560,5046,12,Jul
1766,movement,6933,2018,8,youtube,60560,5046,12,Aug
1767,movement,3643,2018,9,youtube,60560,5046,12,Sep
1768,movement,6480,2018,10,youtube,60560,5046,12,Oct
1769,movement,5880,2018,11,youtube,60560,5046,12,Nov
1770,movement,4807,2018,12,youtube,60560,5046,12,Dec
1771,movement,6030,2019,1,youtube,60560,5046,12,Jan
1772,movement,4486,2019,2,youtube,60560,5046,12,Feb
1773,movement,4807,2019,3,youtube,60560,5046,12,Mar
1774,movement,4648,2019,4,youtube,60560,5046,12,Apr
1775,movement,4157,2019,5,youtube,60560,5046,12,May
1776,squat,5987,2018,6,amazon,71844,5987,12,Jun
1777,squat,10930,2018,7,amazon,71844,5987,12,Jul
1778,squat,7978,2018,8,amazon,71844,5987,12,Aug
1779,squat,4986,2018,9,amazon,71844,5987,12,Sep
1780,squat,2441,2018,10,amazon,71844,5987,12,Oct
1781,squat,11842,2018,11,amazon,71844,5987,12,Nov
1782,squat,3533,2018,12,amazon,71844,5987,12,Dec
1783,squat,7409,2019,1,amazon,71844,5987,12,Jan
1784,squat,6850,2019,2,amazon,71844,5987,12,Feb
1785,squat,4485,2019,3,amazon,71844,5987,12,Mar
1786,squat,3765,2019,4,amazon,71844,5987,12,Apr
1787,squat,1638,2019,5,amazon,71844,5987,12,May
1788,tummy,273,2018,6,amazon,3277,273,10,Jun
1789,tummy,73,2018,7,amazon,3277,273,10,Jul
1790,tummy,0,2018,8,amazon,3277,273,10,Aug
1791,tummy,187,2018,9,amazon,3277,273,10,Sep
1792,tummy,337,2018,10,amazon,3277,273,10,Oct
1793,tummy,337,2018,11,amazon,3277,273,10,Nov
1794,tummy,873,2018,12,amazon,3277,273,10,Dec
1795,tummy,337,2019,1,amazon,3277,273,10,Jan
1796,tummy,16,2019,2,amazon,3277,273,10,Feb
1797,tummy,0,2019,3,amazon,3277,273,10,Mar
1798,tummy,507,2019,4,amazon,3277,273,10,Apr
1799,tummy,337,2019,5,amazon,3277,273,10,May
1800,movement,193,2018,6,amazon,2324,193,10,Jun
1801,movement,507,2018,7,amazon,2324,193,10,Jul
1802,movement,0,2018,8,amazon,2324,193,10,Aug
1803,movement,187,2018,9,amazon,2324,193,10,Sep
1804,movement,187,2018,10,amazon,2324,193,10,Oct
1805,movement,507,2018,11,amazon,2324,193,10,Nov
1806,movement,187,2018,12,amazon,2324,193,10,Dec
1807,movement,16,2019,1,amazon,2324,193,10,Jan
1808,movement,337,2019,2,amazon,2324,193,10,Feb
1809,movement,0,2019,3,amazon,2324,193,10,Mar
1810,movement,16,2019,4,amazon,2324,193,10,Apr
1811,movement,187,2019,5,amazon,2324,193,10,May
1812,skinny,67,2018,6,google,683,57,12,Jun
1813,skinny,135,2018,7,google,683,57,12,Jul
1814,skinny,72,2018,8,google,683,57,12,Aug
1815,skinny,67,2018,9,google,683,57,12,Sep
1816,skinny,63,2018,10,google,683,57,12,Oct
1817,skinny,46,2018,11,google,683,57,12,Nov
1818,skinny,23,2018,12,google,683,57,12,Dec
1819,skinny,54,2019,1,google,683,57,12,Jan
1820,skinny,43,2019,2,google,683,57,12,Feb
1821,skinny,31,2019,3,google,683,57,12,Mar
1822,skinny,35,2019,4,google,683,57,12,Apr
1823,skinny,47,2019,5,google,683,57,12,May
1824,workout,39,2018,6,google,718,60,12,Jun
1825,workout,73,2018,7,google,718,60,12,Jul
1826,workout,68,2018,8,google,718,60,12,Aug
1827,workout,49,2018,9,google,718,60,12,Sep
1828,workout,75,2018,10,google,718,60,12,Oct
1829,workout,36,2018,11,google,718,60,12,Nov
1830,workout,42,2018,12,google,718,60,12,Dec
1831,workout,80,2019,1,google,718,60,12,Jan
1832,workout,79,2019,2,google,718,60,12,Feb
1833,workout,64,2019,3,google,718,60,12,Mar
1834,workout,50,2019,4,google,718,60,12,Apr
1835,workout,63,2019,5,google,718,60,12,May
1836,racerback,4,2018,6,google,49,4,11,Jun
1837,racerback,4,2018,7,google,49,4,11,Jul
1838,racerback,8,2018,8,google,49,4,11,Aug
1839,racerback,2,2018,9,google,49,4,11,Sep
1840,racerback,7,2018,10,google,49,4,11,Oct
1841,racerback,3,2018,11,google,49,4,11,Nov
1842,racerback,0,2018,12,google,49,4,11,Dec
1843,racerback,4,2019,1,google,49,4,11,Jan
1844,racerback,7,2019,2,google,49,4,11,Feb
1845,racerback,4,2019,3,google,49,4,11,Mar
1846,racerback,4,2019,4,google,49,4,11,Apr
1847,racerback,2,2019,5,google,49,4,11,May
1848,skinny,5960,2018,6,youtube,71528,5960,12,Jun
1849,skinny,4807,2018,7,youtube,71528,5960,12,Jul
1850,skinny,5427,2018,8,youtube,71528,5960,12,Aug
1851,skinny,5274,2018,9,youtube,71528,5960,12,Sep
1852,skinny,6630,2018,10,youtube,71528,5960,12,Oct
1853,skinny,6030,2018,11,youtube,71528,5960,12,Nov
1854,skinny,7240,2018,12,youtube,71528,5960,12,Dec
1855,skinny,10177,2019,1,youtube,71528,5960,12,Jan
1856,skinny,5880,2019,2,youtube,71528,5960,12,Feb
1857,skinny,4648,2019,3,youtube,71528,5960,12,Mar
1858,skinny,4807,2019,4,youtube,71528,5960,12,Apr
1859,skinny,4648,2019,5,youtube,71528,5960,12,May
1860,workout,20837,2018,6,youtube,250052,20837,12,Jun
1861,workout,24438,2018,7,youtube,250052,20837,12,Jul
1862,workout,25268,2018,8,youtube,250052,20837,12,Aug
1863,workout,24030,2018,9,youtube,250052,20837,12,Sep
1864,workout,23628,2018,10,youtube,250052,20837,12,Oct
1865,workout,13795,2018,11,youtube,250052,20837,12,Nov
1866,workout,12320,2018,12,youtube,250052,20837,12,Dec
1867,workout,19871,2019,1,youtube,250052,20837,12,Jan
1868,workout,23230,2019,2,youtube,250052,20837,12,Feb
1869,workout,23230,2019,3,youtube,250052,20837,12,Mar
1870,workout,13287,2019,4,youtube,250052,20837,12,Apr
1871,workout,26118,2019,5,youtube,250052,20837,12,May
1872,skinny,1082,2018,6,amazon,12986,1082,12,Jun
1873,skinny,1252,2018,7,amazon,12986,1082,12,Jul
1874,skinny,1061,2018,8,amazon,12986,1082,12,Aug
1875,skinny,2235,2018,9,amazon,12986,1082,12,Sep
1876,skinny,1252,2018,10,amazon,12986,1082,12,Oct
1877,skinny,1252,2018,11,amazon,12986,1082,12,Nov
1878,skinny,73,2018,12,amazon,12986,1082,12,Dec
1879,skinny,1252,2019,1,amazon,12986,1082,12,Jan
1880,skinny,873,2019,2,amazon,12986,1082,12,Feb
1881,skinny,337,2019,3,amazon,12986,1082,12,Mar
1882,skinny,1444,2019,4,amazon,12986,1082,12,Apr
1883,skinny,873,2019,5,amazon,12986,1082,12,May
1884,workout,35410,2018,6,amazon,424922,35410,12,Jun
1885,workout,47948,2018,7,amazon,424922,35410,12,Jul
1886,workout,38961,2018,8,amazon,424922,35410,12,Aug
1887,workout,62609,2018,9,amazon,424922,35410,12,Sep
1888,workout,37164,2018,10,amazon,424922,35410,12,Oct
1889,workout,24210,2018,11,amazon,424922,35410,12,Nov
1890,workout,18406,2018,12,amazon,424922,35410,12,Dec
1891,workout,43379,2019,1,amazon,424922,35410,12,Jan
1892,workout,38600,2019,2,amazon,424922,35410,12,Feb
1893,workout,27846,2019,3,amazon,424922,35410,12,Mar
1894,workout,25523,2019,4,amazon,424922,35410,12,Apr
1895,workout,24866,2019,5,amazon,424922,35410,12,May
1896,racerback,0,2018,6,amazon,2343,196,10,Jun
1897,racerback,187,2018,7,amazon,2343,196,10,Jul
1898,racerback,337,2018,8,amazon,2343,196,10,Aug
1899,racerback,187,2018,9,amazon,2343,196,10,Sep
1900,racerback,337,2018,10,amazon,2343,196,10,Oct
1901,racerback,73,2018,11,amazon,2343,196,10,Nov
1902,racerback,73,2018,12,amazon,2343,196,10,Dec
1903,racerback,187,2019,1,amazon,2343,196,10,Jan
1904,racerback,73,2019,2,amazon,2343,196,10,Feb
1905,racerback,873,2019,3,amazon,2343,196,10,Mar
1906,racerback,0,2019,4,amazon,2343,196,10,Apr
1907,racerback,16,2019,5,amazon,2343,196,10,May
1908,scoop neck,14,2018,6,google,95,8,12,Jun
1909,scoop neck,12,2018,7,google,95,8,12,Jul
1910,scoop neck,19,2018,8,google,95,8,12,Aug
1911,scoop neck,16,2018,9,google,95,8,12,Sep
1912,scoop neck,7,2018,10,google,95,8,12,Oct
1913,scoop neck,5,2018,11,google,95,8,12,Nov
1914,scoop neck,5,2018,12,google,95,8,12,Dec
1915,scoop neck,4,2019,1,google,95,8,12,Jan
1916,scoop neck,5,2019,2,google,95,8,12,Feb
1917,scoop neck,2,2019,3,google,95,8,12,Mar
1918,scoop neck,4,2019,4,google,95,8,12,Apr
1919,scoop neck,2,2019,5,google,95,8,12,May
1920,v neck,2,2018,6,google,72,6,12,Jun
1921,v neck,6,2018,7,google,72,6,12,Jul
1922,v neck,10,2018,8,google,72,6,12,Aug
1923,v neck,2,2018,9,google,72,6,12,Sep
1924,v neck,5,2018,10,google,72,6,12,Oct
1925,v neck,9,2018,11,google,72,6,12,Nov
1926,v neck,4,2018,12,google,72,6,12,Dec
1927,v neck,9,2019,1,google,72,6,12,Jan
1928,v neck,5,2019,2,google,72,6,12,Feb
1929,v neck,7,2019,3,google,72,6,12,Mar
1930,v neck,6,2019,4,google,72,6,12,Apr
1931,v neck,7,2019,5,google,72,6,12,May
1932,raglan,18,2018,6,google,251,21,12,Jun
1933,raglan,19,2018,7,google,251,21,12,Jul
1934,raglan,43,2018,8,google,251,21,12,Aug
1935,raglan,11,2018,9,google,251,21,12,Sep
1936,raglan,25,2018,10,google,251,21,12,Oct
1937,raglan,32,2018,11,google,251,21,12,Nov
1938,raglan,14,2018,12,google,251,21,12,Dec
1939,raglan,21,2019,1,google,251,21,12,Jan
1940,raglan,19,2019,2,google,251,21,12,Feb
1941,raglan,22,2019,3,google,251,21,12,Mar
1942,raglan,15,2019,4,google,251,21,12,Apr
1943,raglan,12,2019,5,google,251,21,12,May
1944,scoop neck,0,2018,6,youtube,1,0,2,Jun
1945,scoop neck,0,2018,7,youtube,1,0,2,Jul
1946,scoop neck,0,2018,8,youtube,1,0,2,Aug
1947,scoop neck,0,2018,9,youtube,1,0,2,Sep
1948,scoop neck,1,2018,10,youtube,1,0,2,Oct
1949,scoop neck,0,2018,11,youtube,1,0,2,Nov
1950,scoop neck,0,2018,12,youtube,1,0,2,Dec
1951,scoop neck,0,2019,1,youtube,1,0,2,Jan
1952,scoop neck,0,2019,2,youtube,1,0,2,Feb
1953,scoop neck,0,2019,3,youtube,1,0,2,Mar
1954,scoop neck,0,2019,4,youtube,1,0,2,Apr
1955,scoop neck,0,2019,5,youtube,1,0,2,May
1956,v neck,0,2018,6,youtube,3,0,3,Jun
1957,v neck,2,2018,7,youtube,3,0,3,Jul
1958,v neck,0,2018,8,youtube,3,0,3,Aug
1959,v neck,1,2018,9,youtube,3,0,3,Sep
1960,v neck,0,2018,10,youtube,3,0,3,Oct
1961,v neck,0,2018,11,youtube,3,0,3,Nov
1962,v neck,0,2018,12,youtube,3,0,3,Dec
1963,v neck,0,2019,1,youtube,3,0,3,Jan
1964,v neck,0,2019,2,youtube,3,0,3,Feb
1965,v neck,0,2019,3,youtube,3,0,3,Mar
1966,v neck,0,2019,4,youtube,3,0,3,Apr
1967,v neck,0,2019,5,youtube,3,0,3,May
1968,raglan,0,2018,6,youtube,10,1,9,Jun
1969,raglan,0,2018,7,youtube,10,1,9,Jul
1970,raglan,0,2018,8,youtube,10,1,9,Aug
1971,raglan,3,2018,9,youtube,10,1,9,Sep
1972,raglan,1,2018,10,youtube,10,1,9,Oct
1973,raglan,0,2018,11,youtube,10,1,9,Nov
1974,raglan,1,2018,12,youtube,10,1,9,Dec
1975,raglan,1,2019,1,youtube,10,1,9,Jan
1976,raglan,0,2019,2,youtube,10,1,9,Feb
1977,raglan,2,2019,3,youtube,10,1,9,Mar
1978,raglan,0,2019,4,youtube,10,1,9,Apr
1979,raglan,2,2019,5,youtube,10,1,9,May
1980,scoop neck,68,2018,6,amazon,826,68,7,Jun
1981,scoop neck,507,2018,7,amazon,826,68,7,Jul
1982,scoop neck,16,2018,8,amazon,826,68,7,Aug
1983,scoop neck,16,2018,9,amazon,826,68,7,Sep
1984,scoop neck,0,2018,10,amazon,826,68,7,Oct
1985,scoop neck,0,2018,11,amazon,826,68,7,Nov
1986,scoop neck,0,2018,12,amazon,826,68,7,Dec
1987,scoop neck,16,2019,1,amazon,826,68,7,Jan
1988,scoop neck,0,2019,2,amazon,826,68,7,Feb
1989,scoop neck,0,2019,3,amazon,826,68,7,Mar
1990,scoop neck,187,2019,4,amazon,826,68,7,Apr
1991,scoop neck,16,2019,5,amazon,826,68,7,May
1992,v neck,1213,2018,6,amazon,14556,1213,12,Jun
1993,v neck,187,2018,7,amazon,14556,1213,12,Jul
1994,v neck,2033,2018,8,amazon,14556,1213,12,Aug
1995,v neck,1061,2018,9,amazon,14556,1213,12,Sep
1996,v neck,1638,2018,10,amazon,14556,1213,12,Oct
1997,v neck,873,2018,11,amazon,14556,1213,12,Nov
1998,v neck,1638,2018,12,amazon,14556,1213,12,Dec
1999,v neck,1061,2019,1,amazon,14556,1213,12,Jan
2000,v neck,873,2019,2,amazon,14556,1213,12,Feb
2001,v neck,1638,2019,3,amazon,14556,1213,12,Mar
2002,v neck,507,2019,4,amazon,14556,1213,12,Apr
2003,v neck,1834,2019,5,amazon,14556,1213,12,May
2004,raglan,0,2018,6,amazon,1056,88,9,Jun
2005,raglan,187,2018,7,amazon,1056,88,9,Jul
2006,raglan,73,2018,8,amazon,1056,88,9,Aug
2007,raglan,16,2018,9,amazon,1056,88,9,Sep
2008,raglan,187,2018,10,amazon,1056,88,9,Oct
2009,raglan,0,2018,11,amazon,1056,88,9,Nov
2010,raglan,187,2018,12,amazon,1056,88,9,Dec
